109	images/13450824_1748860558694201_380962787680339804.max-165x165.jpg	165	110		61	max-165x165
110	images/13445461_1748860632027527_253314710971253432.max-165x165.jpg	165	110		60	max-165x165
111	images/13432332_1748863585360565_427922773805584424.max-165x165.jpg	165	110		59	max-165x165
112	images/13521907_1748861535360770_912045233723537342_.width-1000.jpg	960	640		67	width-1000
113	images/IMG_0664.width-200.jpg	200	150		46	width-200
114	images/dynamic_spaces.width-200.jpg	200	200		27	width-200
115	images/13445461_1748860632027527_2533147109712534323_n.original.jpg	960	640		60	original
116	images/13445461_1748860632027527_253314710971253432.max-800x600.jpg	800	533		60	max-800x600
117	images/IMG_0348.max-165x165.jpg	165	123		68	max-165x165
118	images/IMG_0348.width-200.jpg	200	150		68	width-200
119	images/IMG_0348.width-1000.jpg	1000	750		68	width-1000
120	images/IMG_0348.width-500.jpg	500	375		68	width-500
121	images/IMG_0381.max-165x165.jpg	165	123		69	max-165x165
122	images/IMG_0381_HtfEBJG.max-165x165.jpg	165	123		70	max-165x165
123	images/IMG_0381_HtfEBJG.width-1000.jpg	1000	750		70	width-1000
124	images/DSCF1002.width-1000.jpg	1000	664		44	width-1000
125	images/DSCF1002.width-200.jpg	200	132		44	width-200
126	images/IMG_0381_HtfEBJG.width-200.jpg	200	150		70	width-200
127	images/library_inner.width-200.jpg	200	117		49	width-200
128	images/IMG_0381.original.jpg	5152	3864		69	original
129	images/IMG_0381.max-800x600.jpg	799	600		69	max-800x600
130	images/IMG_0381_HtfEBJG.original.jpg	5152	3864		70	original
131	images/IMG_0381_HtfEBJG.max-800x600.jpg	799	600		70	max-800x600
132	images/img-616125203.max-165x165.jpg	165	116		71	max-165x165
133	images/img-616125203.width-1000.jpg	1000	707		71	width-1000
134	images/foho.max-165x165.png	165	123		72	max-165x165
135	images/foho.width-1000.png	1000	750		72	width-1000
136	images/15181697_535944893196785_1834353605560625252.max-165x165.jpg	165	92		73	max-165x165
137	images/15181697_535944893196785_1834353605560625252_.width-1000.jpg	960	540		73	width-1000
138	images/IMG_0156.max-165x165.jpg	165	123		74	max-165x165
139	images/IMG_0156.width-1000.jpg	1000	750		74	width-1000
140	images/Pasted_image_at_2016_11_08_04_39_PM_1.width-1000.png	960	639		54	width-1000
141	images/15235833_1789471411303836_879009941079207763.max-165x165.jpg	165	109		75	max-165x165
142	images/15235833_1789471411303836_8790099410792077634.width-1000.jpg	1000	666		75	width-1000
143	images/Pasted_image_at_2016_11_08_04_40_PM.width-1000.png	960	540		56	width-1000
144	images/placards_informativos.max-165x165.jpg	165	110		76	max-165x165
145	images/placards_informativos.width-1000.jpg	1000	666		76	width-1000
146	images/pintura_de_Xanana_a_pintar.max-165x165.jpg	165	92		77	max-165x165
147	images/library_inner.width-500.jpg	500	293		49	width-500
148	images/pintura_de_Xanana_a_pintar.width-1000.jpg	1000	562		77	width-1000
149	images/DSCF1017.width-1000.jpg	1000	664		45	width-1000
150	images/entrance.width-1200.jpg	1197	700		47	width-1200
151	images/museum.width-1200.jpg	1196	700		50	width-1200
152	images/library_inner.width-1200.jpg	1193	700		49	width-1200
153	images/reading_room_outer.width-1200.jpg	1200	593		51	width-1200
154	images/IMG_0381_HtfEBJG.width-500.jpg	500	375		70	width-500
155	images/library.width-1200.jpg	1200	593		48	width-1200
156	images/foho.width-1200.png	1200	900		72	width-1200
157	images/15181697_535944893196785_1834353605560625252_.width-1200.jpg	960	540		73	width-1200
158	images/15235833_1789471411303836_8790099410792077634.width-1200.jpg	1200	799		75	width-1200
159	images/Pasted_image_at_2016_11_08_04_40_PM.width-1200.png	960	540		56	width-1200
160	images/IMG_6344.max-165x165.jpg	165	123		78	max-165x165
161	images/IMG_6344.width-1200.jpg	1200	900		78	width-1200
162	images/placards_informativos.width-1200.jpg	1200	800		76	width-1200
163	images/13521907_1748861535360770_912045233723537342_.width-1200.jpg	960	640		67	width-1200
164	images/pintura_de_Xanana_a_pintar.width-1200.jpg	1200	675		77	width-1200
165	images/dynamic_spaces.width-1200.jpg	720	720		27	width-1200
166	images/IMG_0348.width-1200.jpg	1200	900		68	width-1200
167	images/DSCF1002.width-1200.jpg	1200	796		44	width-1200
168	images/IMG_0381_HtfEBJG.width-1200.jpg	1200	900		70	width-1200
169	images/13466100_1748866262026964_8732300257076061484.width-1200.jpg	960	640		63	width-1200
170	images/IMG_6344.width-1000.jpg	1000	750		78	width-1000
171	images/13466100_1748866262026964_8732300257076061484.width-1000.jpg	960	640		63	width-1000
172	images/pintura_de_Xanana_a_pintar.width-500.jpg	500	281		77	width-500
173	images/15181697_535944893196785_1834353605560625252_n.width-500.jpg	500	281		73	width-500
174	images/20170621_101645.max-165x165.jpg	165	123		79	max-165x165
175	images/20170621_101645_9gSkjs5.max-165x165.jpg	165	123		80	max-165x165
176	images/20170621_101645.width-500.jpg	500	375		79	width-500
177	images/20170621_101645_9gSkjs5.width-1000.jpg	1000	750		80	width-1000
178	images/Maun_Kassa.max-165x165.jpg	165	103		81	max-165x165
179	images/Maun_Kassa.original.jpg	707	444		81	original
180	images/Maun_Kassa.max-800x600.jpg	707	444		81	max-800x600
181	images/Maun_Kassa.width-500.jpg	500	314		81	width-500
182	images/Maun_Kassa.width-1000.jpg	707	444		81	width-1000
183	images/Photo_29-06-17_10_20_00_AM.max-165x165.jpg	123	165		82	max-165x165
184	images/Photo_29-06-17_10_20_00_AM_scL2WRU.max-165x165.jpg	123	165		83	max-165x165
185	images/Photo_29-06-17_10_20_00_AM.width-1000.jpg	1000	1333		82	width-1000
186	images/Photo_29-06-17_10_19_54_AM.max-165x165.jpg	165	123		84	max-165x165
187	images/Photo_29-06-17_10_19_54_AM.width-1000.jpg	1000	750		84	width-1000
188	images/Photo_29-06-17_10_19_54_AM_dN410EO.max-165x165.jpg	165	123		85	max-165x165
189	images/20196475_1019055004797623_1160091883_o.max-165x165.jpg	165	123		86	max-165x165
190	images/20196475_1019055004797623_1160091883_o.width-1000.jpg	1000	750		86	width-1000
191	images/20196475_1019055004797623_1160091883_o.width-500.jpg	500	375		86	width-500
192	images/foho.original.png	1600	1200		72	original
193	images/foho.max-800x600.png	800	600		72	max-800x600
194	images/24173510_10215353271010354_17000283554488796.max-165x165.jpg	165	92		87	max-165x165
195	images/24173510_10215353271010354_170002835544887968.width-1000.jpg	1000	561		87	width-1000
196	images/IMG_2707.max-165x165.jpg	165	110		88	max-165x165
197	images/IMG_2707.width-1000.jpg	1000	666		88	width-1000
198	images/IMG_2707.width-500.jpg	500	333		88	width-500
199	images/IMG_3247.max-165x165.jpg	165	110		89	max-165x165
200	images/IMG_2794.max-165x165.jpg	165	110		90	max-165x165
201	images/IMG_2794.width-1000.jpg	1000	666		90	width-1000
202	images/IMG_2794_MH1vgmF.max-165x165.jpg	165	110		91	max-165x165
203	images/IMG_2797.max-165x165.jpg	165	110		92	max-165x165
204	images/IMG_2797_EwlNisZ.max-165x165.jpg	165	110		93	max-165x165
205	images/IMG_2797.width-1000.jpg	1000	666		92	width-1000
206	images/IMG_2797.width-500.jpg	500	333		92	width-500
207	images/IMG_2797_pd2XDnK.max-165x165.jpg	165	110		94	max-165x165
208	images/IMG_2797_MQ0iijP.max-165x165.jpg	165	110		95	max-165x165
209	images/IMG_2797_XteA043.max-165x165.jpg	165	110		96	max-165x165
210	images/22309058_724062881051651_6396358077768194588.max-165x165.jpg	165	123		97	max-165x165
211	images/22309058_724062881051651_6396358077768194588_.width-1000.jpg	480	360		97	width-1000
212	images/22309058_724062881051651_6396358077768194588_n.width-500.jpg	480	360		97	width-500
213	images/IMG_2797_EwlNisZ.width-1000.jpg	1000	666		93	width-1000
214	images/20842203_692337994224140_152495866561634832_.max-165x165.jpg	165	123		98	max-165x165
215	images/20842203_692337994224140_152495866561634832_n.width-1000.jpg	960	720		98	width-1000
216	images/DSC_0066.max-165x165.jpg	165	110		99	max-165x165
217	images/DSC_0066_1txewj6.max-165x165.jpg	165	110		100	max-165x165
218	images/DSC_0066_1txewj6.width-1000.jpg	1000	666		100	width-1000
219	images/DSC_0066_hBXO86n.max-165x165.jpg	165	110		101	max-165x165
220	images/20841077_694109697380303_6433231666519886784.max-165x165.jpg	165	110		102	max-165x165
221	images/20841077_694109697380303_6433231666519886784_.width-1000.jpg	960	640		102	width-1000
222	images/DSC_0153.max-165x165.jpg	165	110		103	max-165x165
223	images/DSC_0155.max-165x165.jpg	165	110		104	max-165x165
224	images/DSC_0153_gGQAhfl.max-165x165.jpg	165	110		105	max-165x165
225	images/DSC_0170.max-165x165.jpg	165	110		106	max-165x165
226	images/DSC_0162.max-165x165.jpg	165	110		107	max-165x165
227	images/DSC_0162_eeuLqtq.max-165x165.jpg	165	110		108	max-165x165
228	images/DSC_0162_5Vepk74.max-165x165.jpg	165	110		109	max-165x165
229	images/DSC_0162_5Vepk74.width-1000.jpg	1000	666		109	width-1000
230	images/DSC_0153_gGQAhfl.width-300.jpg	300	200		105	width-300
231	images/DSC_0155.width-1280.jpg	1280	853		104	width-1280
232	images/DSC_0170.width-1280.jpg	1280	853		106	width-1280
233	images/DSC_0153_gGQAhfl.width-1280.jpg	1280	853		105	width-1280
234	images/DSC_0155.width-300.jpg	300	200		104	width-300
235	images/DSC_0170.width-300.jpg	300	200		106	width-300
236	images/DSC_0168.max-165x165.jpg	165	110		110	max-165x165
237	images/DSC_0168_utKpgDH.max-165x165.jpg	165	110		111	max-165x165
238	images/DSC_0168.width-500.jpg	500	333		110	width-500
239	images/7.max-165x165.jpg	165	123		112	max-165x165
240	images/1.max-165x165.jpg	165	123		113	max-165x165
241	images/4.max-165x165.jpg	165	123		114	max-165x165
242	images/6.max-165x165.jpg	165	123		115	max-165x165
243	images/2.max-165x165.jpg	165	123		116	max-165x165
244	images/5.max-165x165.jpg	165	123		117	max-165x165
245	images/7.width-1280.jpg	960	720		112	width-1280
246	images/1.width-1280.jpg	960	720		113	width-1280
247	images/2.width-1280.jpg	960	720		116	width-1280
248	images/4.width-300.jpg	300	225		114	width-300
249	images/6.width-300.jpg	300	225		115	width-300
250	images/7.width-500.jpg	500	375		112	width-500
251	images/20842203_692337994224140_152495866561634832_n.width-1280.jpg	960	720		98	width-1280
252	images/1.width-300.jpg	300	225		113	width-300
253	images/2.width-300.jpg	300	225		116	width-300
254	images/5.width-300.jpg	300	225		117	width-300
255	images/6.width-1280.jpg	960	720		115	width-1280
256	images/1_FYP7Xfi.max-165x165.jpg	165	110		118	max-165x165
257	images/2_YUoBt35.max-165x165.jpg	165	132		119	max-165x165
258	images/Marta_de_Jesus.max-165x165.jpg	126	165		120	max-165x165
259	images/20170709_104528.max-165x165.jpg	123	165		121	max-165x165
260	images/Maun_Kassa_NUCv8g6.max-165x165.jpg	165	103		122	max-165x165
261	images/3.max-165x165.jpg	165	110		123	max-165x165
262	images/6_cvOS4QF.max-165x165.jpg	165	110		124	max-165x165
263	images/11.max-165x165.jpg	110	165		125	max-165x165
264	images/8.max-165x165.jpg	165	110		126	max-165x165
265	images/3.width-1000.jpg	960	640		123	width-1000
\.


